SUB_ICB_CODE,SUB_ICB_NAME,ICB_CODE,REGION_CODE,REGION_NAME,Month,Forecast_Appointments
00L,NHS North East and North Cumbria ICB - 00L,E54000050,E40000012,North East and Yorkshire,2026-02,184913.16084150848
00L,NHS North East and North Cumbria ICB - 00L,E54000050,E40000012,North East and Yorkshire,2026-03,187603.3003097863
00L,NHS North East and North Cumbria ICB - 00L,E54000050,E40000012,North East and Yorkshire,2026-04,190648.64546539052
00L,NHS North East and North Cumbria ICB - 00L,E54000050,E40000012,North East and Yorkshire,2026-05,184658.96625860213
00L,NHS North East and North Cumbria ICB - 00L,E54000050,E40000012,North East and Yorkshire,2026-06,186302.87448475734
00L,NHS North East and North Cumbria ICB - 00L,E54000050,E40000012,North East and Yorkshire,2026-07,205388.0104007597
00L,NHS North East and North Cumbria ICB - 00L,E54000050,E40000012,North East and Yorkshire,2026-08,180305.42996197086
00L,NHS North East and North Cumbria ICB - 00L,E54000050,E40000012,North East and Yorkshire,2026-09,205856.32991306868
00L,NHS North East and North Cumbria ICB - 00L,E54000050,E40000012,North East and Yorkshire,2026-10,248592.43307614743
00L,NHS North East and North Cumbria ICB - 00L,E54000050,E40000012,North East and Yorkshire,2026-11,201872.95808780627
00L,NHS North East and North Cumbria ICB - 00L,E54000050,E40000012,North East and Yorkshire,2026-12,184859.9842891196
00L,NHS North East and North Cumbria ICB - 00L,E54000050,E40000012,North East and Yorkshire,2027-01,210623.8310427527
00N,NHS North East and North Cumbria ICB - 00N,E54000050,E40000012,North East and Yorkshire,2026-02,65529.78400949859
00N,NHS North East and North Cumbria ICB - 00N,E54000050,E40000012,North East and Yorkshire,2026-03,66421.83175382593
00N,NHS North East and North Cumbria ICB - 00N,E54000050,E40000012,North East and Yorkshire,2026-04,66312.68600241878
00N,NHS North East and North Cumbria ICB - 00N,E54000050,E40000012,North East and Yorkshire,2026-05,66018.27757941592
00N,NHS North East and North Cumbria ICB - 00N,E54000050,E40000012,North East and Yorkshire,2026-06,66859.09411406897
00N,NHS North East and North Cumbria ICB - 00N,E54000050,E40000012,North East and Yorkshire,2026-07,70063.77443229337
00N,NHS North East and North Cumbria ICB - 00N,E54000050,E40000012,North East and Yorkshire,2026-08,64464.715125042254
00N,NHS North East and North Cumbria ICB - 00N,E54000050,E40000012,North East and Yorkshire,2026-09,73926.80131178076
00N,NHS North East and North Cumbria ICB - 00N,E54000050,E40000012,North East and Yorkshire,2026-10,89139.88326534163
00N,NHS North East and North Cumbria ICB - 00N,E54000050,E40000012,North East and Yorkshire,2026-11,76493.53217242604
00N,NHS North East and North Cumbria ICB - 00N,E54000050,E40000012,North East and Yorkshire,2026-12,71098.73696757875
00N,NHS North East and North Cumbria ICB - 00N,E54000050,E40000012,North East and Yorkshire,2027-01,81189.77809345309
00P,NHS North East and North Cumbria ICB - 00P,E54000050,E40000012,North East and Yorkshire,2026-02,129848.37907954359
00P,NHS North East and North Cumbria ICB - 00P,E54000050,E40000012,North East and Yorkshire,2026-03,122595.15709940353
00P,NHS North East and North Cumbria ICB - 00P,E54000050,E40000012,North East and Yorkshire,2026-04,125236.3060565466
00P,NHS North East and North Cumbria ICB - 00P,E54000050,E40000012,North East and Yorkshire,2026-05,123576.57532068639
00P,NHS North East and North Cumbria ICB - 00P,E54000050,E40000012,North East and Yorkshire,2026-06,115121.64366599274
00P,NHS North East and North Cumbria ICB - 00P,E54000050,E40000012,North East and Yorkshire,2026-07,124750.81586079036
00P,NHS North East and North Cumbria ICB - 00P,E54000050,E40000012,North East and Yorkshire,2026-08,109722.37194465409
00P,NHS North East and North Cumbria ICB - 00P,E54000050,E40000012,North East and Yorkshire,2026-09,123773.95611652288
00P,NHS North East and North Cumbria ICB - 00P,E54000050,E40000012,North East and Yorkshire,2026-10,165708.01518796032
00P,NHS North East and North Cumbria ICB - 00P,E54000050,E40000012,North East and Yorkshire,2026-11,130626.09880192361
00P,NHS North East and North Cumbria ICB - 00P,E54000050,E40000012,North East and Yorkshire,2026-12,114128.13072327303
00P,NHS North East and North Cumbria ICB - 00P,E54000050,E40000012,North East and Yorkshire,2027-01,132003.9945914353
01H,NHS North East and North Cumbria ICB - 01H,E54000050,E40000012,North East and Yorkshire,2026-02,186187.14299492378
01H,NHS North East and North Cumbria ICB - 01H,E54000050,E40000012,North East and Yorkshire,2026-03,187997.42152982316
01H,NHS North East and North Cumbria ICB - 01H,E54000050,E40000012,North East and Yorkshire,2026-04,182533.3377355572
01H,NHS North East and North Cumbria ICB - 01H,E54000050,E40000012,North East and Yorkshire,2026-05,180923.22782779482
01H,NHS North East and North Cumbria ICB - 01H,E54000050,E40000012,North East and Yorkshire,2026-06,178531.74484770515
01H,NHS North East and North Cumbria ICB - 01H,E54000050,E40000012,North East and Yorkshire,2026-07,187910.80616675917
01H,NHS North East and North Cumbria ICB - 01H,E54000050,E40000012,North East and Yorkshire,2026-08,169353.8373477657
01H,NHS North East and North Cumbria ICB - 01H,E54000050,E40000012,North East and Yorkshire,2026-09,187279.223916758
01H,NHS North East and North Cumbria ICB - 01H,E54000050,E40000012,North East and Yorkshire,2026-10,222005.43778326106
01H,NHS North East and North Cumbria ICB - 01H,E54000050,E40000012,North East and Yorkshire,2026-11,188859.0164830732
01H,NHS North East and North Cumbria ICB - 01H,E54000050,E40000012,North East and Yorkshire,2026-12,172378.76256797672
01H,NHS North East and North Cumbria ICB - 01H,E54000050,E40000012,North East and Yorkshire,2027-01,199893.11992377072
02P,NHS South Yorkshire ICB - 02P,E54000061,E40000012,North East and Yorkshire,2026-02,123588.8443146138
02P,NHS South Yorkshire ICB - 02P,E54000061,E40000012,North East and Yorkshire,2026-03,122724.01389046363
02P,NHS South Yorkshire ICB - 02P,E54000061,E40000012,North East and Yorkshire,2026-04,124538.69645557286
02P,NHS South Yorkshire ICB - 02P,E54000061,E40000012,North East and Yorkshire,2026-05,121269.33548161935
02P,NHS South Yorkshire ICB - 02P,E54000061,E40000012,North East and Yorkshire,2026-06,119061.58522305671
02P,NHS South Yorkshire ICB - 02P,E54000061,E40000012,North East and Yorkshire,2026-07,129888.26620062375
02P,NHS South Yorkshire ICB - 02P,E54000061,E40000012,North East and Yorkshire,2026-08,114971.92284096178
02P,NHS South Yorkshire ICB - 02P,E54000061,E40000012,North East and Yorkshire,2026-09,126669.51700988357
02P,NHS South Yorkshire ICB - 02P,E54000061,E40000012,North East and Yorkshire,2026-10,152217.5612031603
02P,NHS South Yorkshire ICB - 02P,E54000061,E40000012,North East and Yorkshire,2026-11,122683.44867875929
02P,NHS South Yorkshire ICB - 02P,E54000061,E40000012,North East and Yorkshire,2026-12,111739.38590098725
02P,NHS South Yorkshire ICB - 02P,E54000061,E40000012,North East and Yorkshire,2027-01,130249.32031332001
02Q,NHS Nottingham and Nottinghamshire ICB - 02Q,E54000060,E40000011,Midlands,2026-02,102315.49481107594
02Q,NHS Nottingham and Nottinghamshire ICB - 02Q,E54000060,E40000011,Midlands,2026-03,103751.23047448388
02Q,NHS Nottingham and Nottinghamshire ICB - 02Q,E54000060,E40000011,Midlands,2026-04,107311.63511669225
02Q,NHS Nottingham and Nottinghamshire ICB - 02Q,E54000060,E40000011,Midlands,2026-05,105535.6242338946
02Q,NHS Nottingham and Nottinghamshire ICB - 02Q,E54000060,E40000011,Midlands,2026-06,110120.3252783317
02Q,NHS Nottingham and Nottinghamshire ICB - 02Q,E54000060,E40000011,Midlands,2026-07,118856.07298008192
02Q,NHS Nottingham and Nottinghamshire ICB - 02Q,E54000060,E40000011,Midlands,2026-08,103412.64185278301
02Q,NHS Nottingham and Nottinghamshire ICB - 02Q,E54000060,E40000011,Midlands,2026-09,117072.90084266107
02Q,NHS Nottingham and Nottinghamshire ICB - 02Q,E54000060,E40000011,Midlands,2026-10,139058.27907452008
02Q,NHS Nottingham and Nottinghamshire ICB - 02Q,E54000060,E40000011,Midlands,2026-11,120788.11676847025
02Q,NHS Nottingham and Nottinghamshire ICB - 02Q,E54000060,E40000011,Midlands,2026-12,113424.35325570294
02Q,NHS Nottingham and Nottinghamshire ICB - 02Q,E54000060,E40000011,Midlands,2027-01,121662.56978195248
02T,NHS West Yorkshire ICB - 02T,E54000054,E40000012,North East and Yorkshire,2026-02,106692.28607058186
02T,NHS West Yorkshire ICB - 02T,E54000054,E40000012,North East and Yorkshire,2026-03,106766.63494640714
02T,NHS West Yorkshire ICB - 02T,E54000054,E40000012,North East and Yorkshire,2026-04,106718.09347503539
02T,NHS West Yorkshire ICB - 02T,E54000054,E40000012,North East and Yorkshire,2026-05,106769.19912770441
02T,NHS West Yorkshire ICB - 02T,E54000054,E40000012,North East and Yorkshire,2026-06,103609.72347476092
02T,NHS West Yorkshire ICB - 02T,E54000054,E40000012,North East and Yorkshire,2026-07,116110.5555205398
02T,NHS West Yorkshire ICB - 02T,E54000054,E40000012,North East and Yorkshire,2026-08,100849.0387658821
02T,NHS West Yorkshire ICB - 02T,E54000054,E40000012,North East and Yorkshire,2026-09,113476.90839685405
02T,NHS West Yorkshire ICB - 02T,E54000054,E40000012,North East and Yorkshire,2026-10,130002.81720556284
02T,NHS West Yorkshire ICB - 02T,E54000054,E40000012,North East and Yorkshire,2026-11,112429.72535078535
02T,NHS West Yorkshire ICB - 02T,E54000054,E40000012,North East and Yorkshire,2026-12,101005.44247234632
02T,NHS West Yorkshire ICB - 02T,E54000054,E40000012,North East and Yorkshire,2027-01,117575.16726436441
02X,NHS South Yorkshire ICB - 02X,E54000061,E40000012,North East and Yorkshire,2026-02,162347.91870722407
02X,NHS South Yorkshire ICB - 02X,E54000061,E40000012,North East and Yorkshire,2026-03,162180.54167373088
02X,NHS South Yorkshire ICB - 02X,E54000061,E40000012,North East and Yorkshire,2026-04,162415.43020735634
02X,NHS South Yorkshire ICB - 02X,E54000061,E40000012,North East and Yorkshire,2026-05,163498.67116676457
02X,NHS South Yorkshire ICB - 02X,E54000061,E40000012,North East and Yorkshire,2026-06,160363.8242051594
02X,NHS South Yorkshire ICB - 02X,E54000061,E40000012,North East and Yorkshire,2026-07,176331.09866667233
02X,NHS South Yorkshire ICB - 02X,E54000061,E40000012,North East and Yorkshire,2026-08,150876.68020689167
02X,NHS South Yorkshire ICB - 02X,E54000061,E40000012,North East and Yorkshire,2026-09,165369.13667651202
02X,NHS South Yorkshire ICB - 02X,E54000061,E40000012,North East and Yorkshire,2026-10,200349.95902875773
02X,NHS South Yorkshire ICB - 02X,E54000061,E40000012,North East and Yorkshire,2026-11,166306.50197657893
02X,NHS South Yorkshire ICB - 02X,E54000061,E40000012,North East and Yorkshire,2026-12,154146.84831069567
02X,NHS South Yorkshire ICB - 02X,E54000061,E40000012,North East and Yorkshire,2027-01,175445.5970191504
02Y,NHS Humber and North Yorkshire ICB - 02Y,E54000051,E40000012,North East and Yorkshire,2026-02,148095.32673951937
02Y,NHS Humber and North Yorkshire ICB - 02Y,E54000051,E40000012,North East and Yorkshire,2026-03,149118.6242130486
02Y,NHS Humber and North Yorkshire ICB - 02Y,E54000051,E40000012,North East and Yorkshire,2026-04,148878.56005119928
02Y,NHS Humber and North Yorkshire ICB - 02Y,E54000051,E40000012,North East and Yorkshire,2026-05,142676.81590221595
02Y,NHS Humber and North Yorkshire ICB - 02Y,E54000051,E40000012,North East and Yorkshire,2026-06,144608.9299141125
02Y,NHS Humber and North Yorkshire ICB - 02Y,E54000051,E40000012,North East and Yorkshire,2026-07,157153.773927515
02Y,NHS Humber and North Yorkshire ICB - 02Y,E54000051,E40000012,North East and Yorkshire,2026-08,136983.08336088038
02Y,NHS Humber and North Yorkshire ICB - 02Y,E54000051,E40000012,North East and Yorkshire,2026-09,155952.7597590504
02Y,NHS Humber and North Yorkshire ICB - 02Y,E54000051,E40000012,North East and Yorkshire,2026-10,187698.796025789
02Y,NHS Humber and North Yorkshire ICB - 02Y,E54000051,E40000012,North East and Yorkshire,2026-11,147939.41834707023
02Y,NHS Humber and North Yorkshire ICB - 02Y,E54000051,E40000012,North East and Yorkshire,2026-12,136245.91310372943
02Y,NHS Humber and North Yorkshire ICB - 02Y,E54000051,E40000012,North East and Yorkshire,2027-01,157077.07783266663
03F,NHS Humber and North Yorkshire ICB - 03F,E54000051,E40000012,North East and Yorkshire,2026-02,121410.45758299228
03F,NHS Humber and North Yorkshire ICB - 03F,E54000051,E40000012,North East and Yorkshire,2026-03,125110.33405187509
03F,NHS Humber and North Yorkshire ICB - 03F,E54000051,E40000012,North East and Yorkshire,2026-04,121340.2162226048
03F,NHS Humber and North Yorkshire ICB - 03F,E54000051,E40000012,North East and Yorkshire,2026-05,123167.08521724366
03F,NHS Humber and North Yorkshire ICB - 03F,E54000051,E40000012,North East and Yorkshire,2026-06,125979.38145637758
03F,NHS Humber and North Yorkshire ICB - 03F,E54000051,E40000012,North East and Yorkshire,2026-07,134547.33736163183
03F,NHS Humber and North Yorkshire ICB - 03F,E54000051,E40000012,North East and Yorkshire,2026-08,117797.576600363
03F,NHS Humber and North Yorkshire ICB - 03F,E54000051,E40000012,North East and Yorkshire,2026-09,133794.62348236187
03F,NHS Humber and North Yorkshire ICB - 03F,E54000051,E40000012,North East and Yorkshire,2026-10,158683.90569454437
03F,NHS Humber and North Yorkshire ICB - 03F,E54000051,E40000012,North East and Yorkshire,2026-11,130206.91134146608
03F,NHS Humber and North Yorkshire ICB - 03F,E54000051,E40000012,North East and Yorkshire,2026-12,117727.30157225163
03F,NHS Humber and North Yorkshire ICB - 03F,E54000051,E40000012,North East and Yorkshire,2027-01,136668.72896308335
03H,NHS Humber and North Yorkshire ICB - 03H,E54000051,E40000012,North East and Yorkshire,2026-02,95326.11820066175
03H,NHS Humber and North Yorkshire ICB - 03H,E54000051,E40000012,North East and Yorkshire,2026-03,95497.49619036187
03H,NHS Humber and North Yorkshire ICB - 03H,E54000051,E40000012,North East and Yorkshire,2026-04,94006.33637905271
03H,NHS Humber and North Yorkshire ICB - 03H,E54000051,E40000012,North East and Yorkshire,2026-05,93157.8061517737
03H,NHS Humber and North Yorkshire ICB - 03H,E54000051,E40000012,North East and Yorkshire,2026-06,91272.77302630332
03H,NHS Humber and North Yorkshire ICB - 03H,E54000051,E40000012,North East and Yorkshire,2026-07,100898.51681719361
03H,NHS Humber and North Yorkshire ICB - 03H,E54000051,E40000012,North East and Yorkshire,2026-08,85850.41589458997
03H,NHS Humber and North Yorkshire ICB - 03H,E54000051,E40000012,North East and Yorkshire,2026-09,93867.46017714599
03H,NHS Humber and North Yorkshire ICB - 03H,E54000051,E40000012,North East and Yorkshire,2026-10,104525.23296301649
03H,NHS Humber and North Yorkshire ICB - 03H,E54000051,E40000012,North East and Yorkshire,2026-11,94393.30550996262
03H,NHS Humber and North Yorkshire ICB - 03H,E54000051,E40000012,North East and Yorkshire,2026-12,84782.79901832409
03H,NHS Humber and North Yorkshire ICB - 03H,E54000051,E40000012,North East and Yorkshire,2027-01,98855.49135235231
03K,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,North East and Yorkshire,2026-02,102237.86922695872
03K,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,North East and Yorkshire,2026-03,104354.7102821346
03K,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,North East and Yorkshire,2026-04,100210.0498403794
03K,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,North East and Yorkshire,2026-05,99338.44742577404
03K,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,North East and Yorkshire,2026-06,101744.67684843502
03K,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,North East and Yorkshire,2026-07,109706.12008402405
03K,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,North East and Yorkshire,2026-08,95707.36850495693
03K,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,North East and Yorkshire,2026-09,105365.54326758343
03K,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,North East and Yorkshire,2026-10,123385.2455766847
03K,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,North East and Yorkshire,2026-11,110176.64355802954
03K,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,North East and Yorkshire,2026-12,97474.17602115321
03K,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,North East and Yorkshire,2027-01,114160.03952272101
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-02,145818.8298024269
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-03,150766.65228323714
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-04,144382.581909711
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-05,145957.99403484244
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-06,143578.90634518611
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-07,159308.70957976367
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-08,135813.24274196295
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-09,152058.62515085467
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-10,184824.70926668186
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-11,153722.79366079482
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-12,138987.53214261646
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2027-01,161522.65501190207
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-02,325516.0613017232
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-03,329871.4213569874
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-04,325406.93158737983
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-05,320123.68719939573
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-06,318673.72092124756
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-07,348354.44314945786
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-08,301759.5362015089
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-09,341079.5254177708
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-10,419795.12748936546
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-11,344281.5262888511
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-12,318129.8597495783
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2027-01,363779.7570466697
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-02,107280.8827921452
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-03,111121.81467770152
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-04,113822.83995369347
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-05,111483.00685650247
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-06,112090.61909644089
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-07,118386.21471434337
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-08,105619.31408793555
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-09,120701.26464511665
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-10,145313.9343117117
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-11,124099.82658281918
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-12,115682.88054896457
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2027-01,135674.33746135034
