SUB_ICB_CODE,SUB_ICB_NAME,ICB_CODE,REGION_CODE,REGION_NAME,Month,Forecast_Appointments
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2026-12,411493.88264585496
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2027-01,473833.91789343604
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-02,737903.430290388
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-03,746371.4265791161
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-04,720718.3988568933
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-05,726219.5110449565
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-06,711850.2498605236
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-07,753479.1391412852
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-08,683488.3083911208
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-09,760523.8000306827
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-10,881067.827696689
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-11,765322.1220032595
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-12,691273.3595662306
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2027-01,796092.5144815485
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-02,401681.7404403417
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-03,411042.0603862548
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-04,401018.13978563977
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-05,402856.91496437584
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-06,398866.6450040001
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-07,441018.29649133456
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-08,385693.4545478253
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-09,429002.44584311504
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-10,521930.7276122744
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-11,430943.6900864702
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-12,394359.47608027625
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2027-01,454201.79216842895
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-02,321823.2956912749
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-03,322530.23834598763
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-04,318267.9026839168
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-05,313809.6475032541
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-06,311517.3655578473
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-07,337346.8088079868
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-08,290556.6217485492
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-09,322518.868994962
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-10,385387.6529189732
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-11,327927.81691469345
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-12,295967.5783262868
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2027-01,344393.96591373335
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-02,828617.2327296658
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-03,836434.6904116676
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-04,814016.0390623383
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-05,802648.1261993698
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-06,793577.7145450651
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-07,850184.9458876535
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-08,746734.2579743448
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-09,844906.9001852485
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-10,1004979.6568762137
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-11,842545.4901329129
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-12,755891.360029386
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2027-01,880446.7067507115
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-02,505183.6955170803
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-03,500527.6858986603
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-04,487587.1064790513
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-05,488496.8319195204
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-06,485797.70164233714
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-07,511092.7790506158
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-08,455478.27064474585
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-09,514501.00124854856
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-10,617266.4679061178
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-11,520879.1717899713
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-12,474069.08830467623
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2027-01,549585.2410865431
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-02,494866.17625671317
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-03,499331.370882731
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-04,489823.6367240177
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-05,487923.41324337083
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-06,480174.3318149942
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-07,523979.6140152902
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-08,447710.50781053776
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-09,509301.0773611967
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-10,629481.7058991258
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-11,517439.25298516307
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-12,460902.9147065819
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2027-01,541548.1432061137
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-02,700063.2971881616
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-03,708876.0797346947
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-04,681052.2759992504
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-05,693643.4608304836
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-06,690967.8833627012
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-07,748432.7477109814
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-08,648568.9339552002
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-09,733918.1565204731
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-10,841360.979176399
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-11,745796.6961360982
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-12,671279.6827594135
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2027-01,776629.8333765763
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-02,280157.64575690625
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-03,287538.75253559294
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-04,274824.0828907552
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-05,279135.64875760535
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-06,275387.2764077023
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-07,290357.82261201297
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-08,263802.6312418291
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-09,292428.5212364015
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-10,353391.8862302683
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-11,297969.02431699313
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-12,263996.4001478224
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2027-01,306996.94004476466
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-02,107085.47204320274
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-03,109687.39890374383
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-04,108880.3828374665
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-05,105489.45805167798
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-06,104871.2299461597
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-07,114618.25714998438
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-08,99005.54408297
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-09,112385.23180919996
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-10,139000.8592274687
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-11,110588.10628061037
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-12,101840.35320009329
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2027-01,120285.46854786151
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-02,990806.7833104202
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-03,993301.5169467155
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-04,963857.59410333
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-05,983931.0151147224
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-06,984797.2349499947
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-07,1070778.4191946716
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-08,926637.2823906223
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-09,1044277.7523686782
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-10,1183683.2847874095
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-11,1043682.24512704
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-12,940450.2638802299
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2027-01,1081060.6939753515
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-02,452086.80563372123
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-03,449884.79509142175
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-04,446665.30373068573
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-05,444520.5619654335
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-06,444260.5944509859
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-07,471359.3111932958
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-08,420260.7791890979
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-09,473274.73552437953
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-10,565991.4019669595
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-11,478352.526729153
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-12,432463.02874866733
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2027-01,494119.931240713
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-02,623049.4991254539
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-03,624528.1069134325
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-04,618166.288150578
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-05,612756.142750225
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-06,620977.4929620082
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-07,660734.9009666488
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-08,586430.2787346795
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-09,658172.9029854987
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-10,790633.4238396112
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-11,664975.748854348
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-12,604715.3556574284
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2027-01,695170.4691511552
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-02,360740.0619228148
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-03,347064.0200598566
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-04,349803.33275673183
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-05,348514.1440437322
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-06,324866.5778543346
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-07,362694.08609758306
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-08,316239.0570259074
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-09,346446.75661193073
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-10,436577.14776449755
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-11,359414.19405688177
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-12,323770.8634639771
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2027-01,376932.80279847403
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-02,804826.8900117953
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-03,824369.6397310356
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-04,801358.6424368755
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-05,791480.9961446123
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-06,787053.0176302561
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-07,848030.3979403137
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-08,753216.6897407718
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-09,838636.9526466421
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-10,1000925.3541991279
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-11,855165.2766284274
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-12,759362.4732719628
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2027-01,893430.0927690853
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-02,253156.12902592393
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-03,247035.66182899897
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-04,249130.6187497857
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-05,244060.75447265344
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-06,239626.02655875523
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-07,258259.75729328571
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-08,230719.38976029414
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-09,256009.54040857524
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-10,306372.56431070063
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-11,256412.39823090416
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-12,232284.8332984846
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2027-01,273086.41279524256
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-02,1246178.497251234
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-03,1263802.160807097
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-04,1222845.0077395972
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-05,1248195.4236778466
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-06,1246697.9345728902
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-07,1354806.4326522322
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-08,1173904.750282336
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-09,1306766.9587268222
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-10,1473767.2507927346
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-11,1308642.848253516
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-12,1177885.5630134165
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2027-01,1350039.340747416
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-02,249093.00187652025
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-03,252756.3169055609
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-04,251763.56066877965
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-05,251340.84309069705
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-06,245936.94232355276
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-07,273296.54901192005
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-08,235668.35157684167
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-09,265771.5164540647
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-10,304797.74883079744
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-11,258072.22152749475
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-12,239650.92587714558
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2027-01,271766.656626855
